公司,售電業者,出售單位,發電設備,購買者,成交紀錄
南方電力股份有限公司,泓錠能源股份有限公司(泓錠鼓山國小太陽光電發電廠),南方電力股份有限公司,泓錠鼓山國小太陽光電發電廠,台灣積體電路製造股份有限公司,於 2026-05-20 移轉 14.217 MWh
南方電力股份有限公司,泓錠能源股份有限公司(泓錠勝利國小太陽光電發電廠),南方電力股份有限公司,泓錠勝利國小太陽光電發電廠,台灣積體電路製造股份有限公司,於 2026-05-20 移轉 44.026 MWh
南方電力股份有限公司,泓錠能源股份有限公司(泓錠興糖國小(案123)太陽光電發電廠),南方電力股份有限公司,泓錠興糖國小(案123)太陽光電發電廠,台灣積體電路製造股份有限公司,於 2026-05-20 移轉 61.172 MWh
南方電力股份有限公司,泓錠能源股份有限公司(泓錠興糖國小(案123)太陽光電發電廠),南方電力股份有限公司,泓錠興糖國小(案123)太陽光電發電廠,月眉國際開發股份有限公司,於 2026-04-01 移轉 38.185 MWh
南方電力股份有限公司,旭瀅科技有限公司(旭瀅上崙太陽光電發電廠),南方電力股份有限公司,旭瀅上崙太陽光電發電廠,台灣積體電路製造股份有限公司,於 2026-04-22 移轉 24.685 MWh
南方電力股份有限公司,旭瀅科技有限公司(旭瀅上崙太陽光電發電廠),南方電力股份有限公司,旭瀅上崙太陽光電發電廠,台灣積體電路製造股份有限公司,於 2026-05-20 移轉 15.872 MWh
南方電力股份有限公司,泓錠能源股份有限公司(泓錠興糖國小(案4)太陽光電發電廠),南方電力股份有限公司,泓錠興糖國小(案4)太陽光電發電廠,台灣積體電路製造股份有限公司,於 2026-05-20 移轉 10.861 MWh
南方電力股份有限公司,泓錠能源股份有限公司(泓錠興糖國小(案4)太陽光電發電廠),南方電力股份有限公司,泓錠興糖國小(案4)太陽光電發電廠,高雄興亞股份有限公司,於 2026-04-01 移轉 4.657 MWh
南方電力股份有限公司,洋亨企業有限公司(洋亨萬巒鄉太陽光電發電廠),南方電力股份有限公司,洋亨萬巒鄉太陽光電發電廠,精誠資訊股份有限公司,於 2026-05-20 移轉 22.6 MWh
南方電力股份有限公司,洋亨企業有限公司(洋亨萬巒鄉太陽光電發電廠),南方電力股份有限公司,洋亨萬巒鄉太陽光電發電廠,雷尼紹股份有限公司,於 2026-05-20 移轉 3.021 MWh
南方電力股份有限公司,永順商業有限公司(永順仁武太陽光電發電廠),南方電力股份有限公司,永順仁武太陽光電發電廠,台灣積體電路製造股份有限公司,於 2026-04-22 移轉 46.555 MWh
南方電力股份有限公司,永順商業有限公司(永順仁武太陽光電發電廠),南方電力股份有限公司,永順仁武太陽光電發電廠,台灣積體電路製造股份有限公司,於 2026-05-20 移轉 31.541 MWh
南方電力股份有限公司,夏天能源有限公司(夏天能源(77.08kw)太陽光電發電廠),南方電力股份有限公司,夏天能源(77.08kw)太陽光電發電廠,台灣積體電路製造股份有限公司,於 2026-05-20 移轉 7.78 MWh
南方電力股份有限公司,迎輝科技股份有限公司(迎輝本廠&停車場太陽光電發電場),南方電力股份有限公司,迎輝本廠&停車場太陽光電發電場,台灣積體電路製造股份有限公司,於 2026-05-20 移轉 125.948 MWh
南方電力股份有限公司,迎輝科技股份有限公司(迎輝二廠太陽光電發電場),南方電力股份有限公司,迎輝二廠太陽光電發電場,台灣積體電路製造股份有限公司,於 2026-05-20 移轉 56.198 MWh
南方電力股份有限公司,東海青科技股份有限公司(東海青太陽光電發電場),南方電力股份有限公司,東海青太陽光電發電場,台灣積體電路製造股份有限公司,於 2026-05-20 移轉 49.101 MWh
南方電力股份有限公司,永順商業有限公司(永順鳳山太陽光電發電廠),南方電力股份有限公司,永順鳳山太陽光電發電廠,台灣積體電路製造股份有限公司,於 2026-03-04 移轉 15.617 MWh
南方電力股份有限公司,永順商業有限公司(永順鳳山太陽光電發電廠),南方電力股份有限公司,永順鳳山太陽光電發電廠,台灣積體電路製造股份有限公司,於 2026-04-01 移轉 16.528 MWh
南方電力股份有限公司,永順商業有限公司(永順鳳山太陽光電發電廠),南方電力股份有限公司,永順鳳山太陽光電發電廠,台灣積體電路製造股份有限公司,於 2026-05-20 移轉 23.126 MWh
南方電力股份有限公司,洋亨企業有限公司(洋亨新埤太陽光電發電場),南方電力股份有限公司,洋亨新埤太陽光電發電場,晟銘電子科技股份有限公司,於 2026-04-01 移轉 2.567 MWh
南方電力股份有限公司,洋亨企業有限公司(洋亨新埤太陽光電發電場),南方電力股份有限公司,洋亨新埤太陽光電發電場,晟銘電子科技股份有限公司,於 2026-05-20 移轉 3.718 MWh
博曜電力股份有限公司,沈尚弘(心忠學甲第一型太陽光電發電廠),博曜電力股份有限公司,心忠學甲第一型太陽光電發電廠,台達電子工業股份有限公司,於 2026-03-04 移轉 734.268 MWh
博曜電力股份有限公司,沈尚弘(心忠學甲第一型太陽光電發電廠),博曜電力股份有限公司,心忠學甲第一型太陽光電發電廠,台達電子工業股份有限公司,於 2026-04-01 移轉 630.033 MWh
博曜電力股份有限公司,沈尚弘(心忠學甲第一型太陽光電發電廠),博曜電力股份有限公司,心忠學甲第一型太陽光電發電廠,台達電子工業股份有限公司,於 2026-05-20 移轉 872.105 MWh
博曜電力股份有限公司,沈尚弘(心忠學甲第一型太陽光電發電廠),博曜電力股份有限公司,心忠學甲第一型太陽光電發電廠,乾坤科技股份有限公司,於 2026-03-04 移轉 247.096 MWh
博曜電力股份有限公司,沈尚弘(心忠學甲第一型太陽光電發電廠),博曜電力股份有限公司,心忠學甲第一型太陽光電發電廠,乾坤科技股份有限公司,於 2026-04-01 移轉 230.685 MWh
博曜電力股份有限公司,沈尚弘(心忠學甲第一型太陽光電發電廠),博曜電力股份有限公司,心忠學甲第一型太陽光電發電廠,乾坤科技股份有限公司,於 2026-05-20 移轉 288.874 MWh
博曜電力股份有限公司,沈尚弘(心忠學甲第一型太陽光電發電廠),博曜電力股份有限公司,心忠學甲第一型太陽光電發電廠,遊戲橘子數位科技股份有限公司,於 2026-03-04 移轉 39.639 MWh
博曜電力股份有限公司,沈尚弘(心忠學甲第一型太陽光電發電廠),博曜電力股份有限公司,心忠學甲第一型太陽光電發電廠,遊戲橘子數位科技股份有限公司,於 2026-04-01 移轉 42.946 MWh
博曜電力股份有限公司,沈尚弘(心忠學甲第一型太陽光電發電廠),博曜電力股份有限公司,心忠學甲第一型太陽光電發電廠,遊戲橘子數位科技股份有限公司,於 2026-05-20 移轉 52.57 MWh
博曜電力股份有限公司,沈尚弘(心忠學甲第一型太陽光電發電廠),博曜電力股份有限公司,心忠學甲第一型太陽光電發電廠,晶睿通訊股份有限公司,於 2026-03-04 移轉 29.475 MWh
博曜電力股份有限公司,沈尚弘(心忠學甲第一型太陽光電發電廠),博曜電力股份有限公司,心忠學甲第一型太陽光電發電廠,晶睿通訊股份有限公司,於 2026-04-01 移轉 23.522 MWh
博曜電力股份有限公司,沈尚弘(心忠學甲第一型太陽光電發電廠),博曜電力股份有限公司,心忠學甲第一型太陽光電發電廠,晶睿通訊股份有限公司,於 2026-05-20 移轉 32.245 MWh
博曜電力股份有限公司,冠越科技工程股份有限公司(隆茂太陽光電發電廠),博曜電力股份有限公司,隆茂太陽光電發電廠,遊戲橘子數位科技股份有限公司,於 2026-03-04 移轉 33.949 MWh
博曜電力股份有限公司,冠越科技工程股份有限公司(隆茂太陽光電發電廠),博曜電力股份有限公司,隆茂太陽光電發電廠,遊戲橘子數位科技股份有限公司,於 2026-04-01 移轉 36.274 MWh
博曜電力股份有限公司,冠越科技工程股份有限公司(隆茂太陽光電發電廠),博曜電力股份有限公司,隆茂太陽光電發電廠,遊戲橘子數位科技股份有限公司,於 2026-05-20 移轉 49.009 MWh
厚固光電股份有限公司,(崙尾東二號電廠),厚固光電股份有限公司,崙尾東二號電廠,聯華電子股份有限公司,"於 2026-03-11 移轉 8,246.579 MWh"
厚固光電股份有限公司,(崙尾東二號電廠),厚固光電股份有限公司,崙尾東二號電廠,聯華電子股份有限公司,"於 2026-04-08 移轉 8,700.78 MWh"
厚固光電股份有限公司,(崙尾東二號電廠),厚固光電股份有限公司,崙尾東二號電廠,聯華電子股份有限公司,"於 2026-05-20 移轉 11,423.91 MWh"
原生新能源股份有限公司,(原生新能源太陽光電發電廠),原生新能源股份有限公司,原生新能源太陽光電發電廠,原生智動股份有限公司,於 2026-03-05 移轉 0.327 MWh
原生新能源股份有限公司,(原生新能源太陽光電發電廠),原生新能源股份有限公司,原生新能源太陽光電發電廠,原生智動股份有限公司,於 2026-04-15 移轉 0.399 MWh
原生新能源股份有限公司,(原生新能源太陽光電發電廠),原生新能源股份有限公司,原生新能源太陽光電發電廠,原生智動股份有限公司,於 2026-05-20 移轉 0.4 MWh
友達電力股份有限公司,創勁綠能股份有限公司(創勁-大華國中),友達電力股份有限公司,創勁-大華國中,達興材料股份有限公司,於 2026-03-04 移轉 15 MWh
友達電力股份有限公司,創勁綠能股份有限公司(創勁-大華國中),友達電力股份有限公司,創勁-大華國中,達興材料股份有限公司,於 2026-04-01 移轉 15 MWh
友達電力股份有限公司,創勁綠能股份有限公司(創勁-大華國中),友達電力股份有限公司,創勁-大華國中,達興材料股份有限公司,於 2026-05-20 移轉 12 MWh
台康日能科技股份有限公司,(高雄典寶溪滯洪池),台康日能科技股份有限公司,高雄典寶溪滯洪池,科德寶遠東股份有限公司,於 2026-03-25 移轉 149.936 MWh
台康日能科技股份有限公司,(高雄典寶溪滯洪池),台康日能科技股份有限公司,高雄典寶溪滯洪池,科德寶遠東股份有限公司,於 2026-05-13 移轉 159.948 MWh
台康日能科技股份有限公司,(高雄典寶溪滯洪池),台康日能科技股份有限公司,高雄典寶溪滯洪池,科德寶遠東股份有限公司,於 2026-05-20 移轉 190 MWh
台康日能科技股份有限公司,(嘉義溪墘滯洪池),台康日能科技股份有限公司,嘉義溪墘滯洪池,緯創資通股份有限公司,於 2026-03-25 移轉 802.208 MWh
台康日能科技股份有限公司,(嘉義溪墘滯洪池),台康日能科技股份有限公司,嘉義溪墘滯洪池,緯創資通股份有限公司,於 2026-05-13 移轉 938.632 MWh
台康日能科技股份有限公司,(嘉義溪墘滯洪池),台康日能科技股份有限公司,嘉義溪墘滯洪池,緯創資通股份有限公司,"於 2026-05-20 移轉 1,342.955 MWh"
台汽電綠能股份有限公司,苗栗風力股份有限公司(竹南風力發電廠),台汽電綠能股份有限公司,竹南風力發電廠,台灣積體電路製造股份有限公司,於 2026-04-15 移轉 49.771 MWh
台汽電綠能股份有限公司,苗栗風力股份有限公司(竹南風力發電廠),台汽電綠能股份有限公司,竹南風力發電廠,台灣積體電路製造股份有限公司,於 2026-04-22 移轉 239.861 MWh
台汽電綠能股份有限公司,苗栗風力股份有限公司(竹南風力發電廠),台汽電綠能股份有限公司,竹南風力發電廠,台灣積體電路製造股份有限公司,於 2026-05-13 移轉 19.59 MWh
台汽電綠能股份有限公司,苗栗風力股份有限公司(竹南風力發電廠),台汽電綠能股份有限公司,竹南風力發電廠,台灣積體電路製造股份有限公司,"於 2026-05-20 移轉 1,073.646 MWh"
台汽電綠能股份有限公司,苗栗風力股份有限公司(大鵬風力發電廠),台汽電綠能股份有限公司,大鵬風力發電廠,台灣積體電路製造股份有限公司,於 2026-04-15 移轉 377.124 MWh
台汽電綠能股份有限公司,苗栗風力股份有限公司(大鵬風力發電廠),台汽電綠能股份有限公司,大鵬風力發電廠,台灣積體電路製造股份有限公司,"於 2026-04-22 移轉 2,262.273 MWh"
台汽電綠能股份有限公司,苗栗風力股份有限公司(大鵬風力發電廠),台汽電綠能股份有限公司,大鵬風力發電廠,台灣積體電路製造股份有限公司,於 2026-05-13 移轉 131.698 MWh
台汽電綠能股份有限公司,苗栗風力股份有限公司(大鵬風力發電廠),台汽電綠能股份有限公司,大鵬風力發電廠,台灣積體電路製造股份有限公司,"於 2026-05-20 移轉 7,471.43 MWh"
台汽電綠能股份有限公司,鑫光電能有限公司(鑫光電能有限公司),台汽電綠能股份有限公司,鑫光電能有限公司,台灣固網股份有限公司,於 2026-03-11 移轉 269.283 MWh
台汽電綠能股份有限公司,鑫光電能有限公司(鑫光電能有限公司),台汽電綠能股份有限公司,鑫光電能有限公司,台灣固網股份有限公司,於 2026-04-15 移轉 262.323 MWh
台汽電綠能股份有限公司,鑫光電能有限公司(鑫光電能有限公司),台汽電綠能股份有限公司,鑫光電能有限公司,台灣固網股份有限公司,於 2026-05-20 移轉 365.981 MWh
台汽電綠能股份有限公司,鑫光電能有限公司(鑫光電能有限公司),台汽電綠能股份有限公司,鑫光電能有限公司,財團法人台灣綜合研究院,於 2026-03-11 移轉 2.385 MWh
台汽電綠能股份有限公司,鑫光電能有限公司(鑫光電能有限公司),台汽電綠能股份有限公司,鑫光電能有限公司,財團法人台灣綜合研究院,於 2026-04-15 移轉 2.141 MWh
台汽電綠能股份有限公司,鑫光電能有限公司(鑫光電能有限公司),台汽電綠能股份有限公司,鑫光電能有限公司,財團法人台灣綜合研究院,於 2026-05-20 移轉 2.824 MWh
台汽電綠能股份有限公司,鑫光電能有限公司(鑫光電能有限公司),台汽電綠能股份有限公司,鑫光電能有限公司,財團法人中華民國證券櫃檯買賣中心,於 2026-03-11 移轉 22.072 MWh
台汽電綠能股份有限公司,鑫光電能有限公司(鑫光電能有限公司),台汽電綠能股份有限公司,鑫光電能有限公司,財團法人中華民國證券櫃檯買賣中心,於 2026-04-15 移轉 21.387 MWh
台汽電綠能股份有限公司,鑫光電能有限公司(鑫光電能有限公司),台汽電綠能股份有限公司,鑫光電能有限公司,財團法人中華民國證券櫃檯買賣中心,於 2026-05-20 移轉 29.189 MWh
台汽電綠能股份有限公司,鑫光電能有限公司(鑫光電能有限公司),台汽電綠能股份有限公司,鑫光電能有限公司,台北富邦商業銀行股份有限公司,於 2026-03-11 移轉 40.399 MWh
台汽電綠能股份有限公司,鑫光電能有限公司(鑫光電能有限公司),台汽電綠能股份有限公司,鑫光電能有限公司,台北富邦商業銀行股份有限公司,於 2026-04-15 移轉 39.355 MWh
台汽電綠能股份有限公司,鑫光電能有限公司(鑫光電能有限公司),台汽電綠能股份有限公司,鑫光電能有限公司,台北富邦商業銀行股份有限公司,於 2026-05-20 移轉 53.24 MWh
台汽電綠能股份有限公司,星寶電力股份有限公司(星寶風力發電廠),台汽電綠能股份有限公司,星寶風力發電廠,台灣固網股份有限公司,"於 2026-03-18 移轉 1,109.496 MWh"
台汽電綠能股份有限公司,星寶電力股份有限公司(星寶風力發電廠),台汽電綠能股份有限公司,星寶風力發電廠,台灣固網股份有限公司,於 2026-04-22 移轉 647.159 MWh
台汽電綠能股份有限公司,星寶電力股份有限公司(星寶風力發電廠),台汽電綠能股份有限公司,星寶風力發電廠,台灣固網股份有限公司,於 2026-05-20 移轉 658.383 MWh
台汽電綠能股份有限公司,星寶電力股份有限公司(星寶風力發電廠),台汽電綠能股份有限公司,星寶風力發電廠,台灣大哥大股份有限公司,於 2026-03-11 移轉 1.612 MWh
台汽電綠能股份有限公司,星寶電力股份有限公司(星寶風力發電廠),台汽電綠能股份有限公司,星寶風力發電廠,台灣大哥大股份有限公司,於 2026-03-18 移轉 252.847 MWh
台汽電綠能股份有限公司,星寶電力股份有限公司(星寶風力發電廠),台汽電綠能股份有限公司,星寶風力發電廠,台灣大哥大股份有限公司,於 2026-04-15 移轉 4.341 MWh
台汽電綠能股份有限公司,星寶電力股份有限公司(星寶風力發電廠),台汽電綠能股份有限公司,星寶風力發電廠,台灣大哥大股份有限公司,於 2026-04-22 移轉 154.419 MWh
台汽電綠能股份有限公司,星寶電力股份有限公司(星寶風力發電廠),台汽電綠能股份有限公司,星寶風力發電廠,台灣大哥大股份有限公司,於 2026-05-20 移轉 173.789 MWh
台汽電綠能股份有限公司,嘉南實業股份有限公司(烏山頭水力發電廠),台汽電綠能股份有限公司,烏山頭水力發電廠,采鈺科技股份有限公司,"於 2026-03-18 移轉 1,707.274 MWh"
台汽電綠能股份有限公司,嘉南實業股份有限公司(烏山頭水力發電廠),台汽電綠能股份有限公司,烏山頭水力發電廠,采鈺科技股份有限公司,"於 2026-04-15 移轉 2,877.097 MWh"
台汽電綠能股份有限公司,嘉南實業股份有限公司(烏山頭水力發電廠),台汽電綠能股份有限公司,烏山頭水力發電廠,采鈺科技股份有限公司,"於 2026-05-20 移轉 2,906.231 MWh"
台汽電綠能股份有限公司,嘉南實業股份有限公司(烏山頭水力發電廠),台汽電綠能股份有限公司,烏山頭水力發電廠,華美光學科技股份有限公司,於 2026-04-15 移轉 208.332 MWh
台汽電綠能股份有限公司,華洋電業開發股份有限公司(力麗企業廠房屋頂太陽光電發電廠),台汽電綠能股份有限公司,力麗企業廠房屋頂太陽光電發電廠,台灣優衣庫有限公司,於 2026-03-11 移轉 135.9 MWh
台汽電綠能股份有限公司,華洋電業開發股份有限公司(力麗企業廠房屋頂太陽光電發電廠),台汽電綠能股份有限公司,力麗企業廠房屋頂太陽光電發電廠,台灣優衣庫有限公司,於 2026-04-15 移轉 144.113 MWh
台汽電綠能股份有限公司,華洋電業開發股份有限公司(力麗企業廠房屋頂太陽光電發電廠),台汽電綠能股份有限公司,力麗企業廠房屋頂太陽光電發電廠,台灣優衣庫有限公司,於 2026-05-20 移轉 187.318 MWh
台汽電綠能股份有限公司,天機電力股份有限公司(天機電力股份有限公司),台汽電綠能股份有限公司,天機電力股份有限公司,協勝發鋼鐵廠股份有限公司,於 2026-03-18 移轉 261.832 MWh
台汽電綠能股份有限公司,天機電力股份有限公司(天機電力股份有限公司),台汽電綠能股份有限公司,天機電力股份有限公司,協勝發鋼鐵廠股份有限公司,於 2026-04-15 移轉 304.855 MWh
台汽電綠能股份有限公司,天機電力股份有限公司(天機電力股份有限公司),台汽電綠能股份有限公司,天機電力股份有限公司,協勝發鋼鐵廠股份有限公司,於 2026-05-20 移轉 347.107 MWh
台汽電綠能股份有限公司,天機電力股份有限公司(天機電力股份有限公司),台汽電綠能股份有限公司,天機電力股份有限公司,欣銓科技股份有限公司,於 2026-03-11 移轉 697.943 MWh
台汽電綠能股份有限公司,天機電力股份有限公司(天機電力股份有限公司),台汽電綠能股份有限公司,天機電力股份有限公司,欣銓科技股份有限公司,於 2026-04-15 移轉 812.727 MWh
台汽電綠能股份有限公司,天機電力股份有限公司(天機電力股份有限公司),台汽電綠能股份有限公司,天機電力股份有限公司,欣銓科技股份有限公司,於 2026-05-20 移轉 925.367 MWh
台汽電綠能股份有限公司,天機電力股份有限公司(天機電力股份有限公司),台汽電綠能股份有限公司,天機電力股份有限公司,台北富邦商業銀行股份有限公司,於 2026-03-11 移轉 139.556 MWh
台汽電綠能股份有限公司,天機電力股份有限公司(天機電力股份有限公司),台汽電綠能股份有限公司,天機電力股份有限公司,台北富邦商業銀行股份有限公司,於 2026-04-15 移轉 161.41 MWh
台汽電綠能股份有限公司,天機電力股份有限公司(天機電力股份有限公司),台汽電綠能股份有限公司,天機電力股份有限公司,台北富邦商業銀行股份有限公司,於 2026-05-20 移轉 181.072 MWh
台汽電綠能股份有限公司,天機電力股份有限公司(天機電力股份有限公司),台汽電綠能股份有限公司,天機電力股份有限公司,瑞健股份有限公司,於 2026-03-11 移轉 69.917 MWh
台汽電綠能股份有限公司,天機電力股份有限公司(天機電力股份有限公司),台汽電綠能股份有限公司,天機電力股份有限公司,瑞健股份有限公司,於 2026-04-15 移轉 81.404 MWh
台汽電綠能股份有限公司,天機電力股份有限公司(天機電力股份有限公司),台汽電綠能股份有限公司,天機電力股份有限公司,瑞健股份有限公司,於 2026-05-20 移轉 92.687 MWh
台汽電綠能股份有限公司,天機電力股份有限公司(天機電力股份有限公司),台汽電綠能股份有限公司,天機電力股份有限公司,台灣國際航電股份有限公司,於 2026-03-25 移轉 34.816 MWh
台汽電綠能股份有限公司,天機電力股份有限公司(天機電力股份有限公司),台汽電綠能股份有限公司,天機電力股份有限公司,台灣國際航電股份有限公司,於 2026-04-15 移轉 40.539 MWh
台汽電綠能股份有限公司,天機電力股份有限公司(天機電力股份有限公司),台汽電綠能股份有限公司,天機電力股份有限公司,台灣國際航電股份有限公司,於 2026-05-20 移轉 46.156 MWh
台汽電綠能股份有限公司,星曄綠能股份有限公司(烏山頭水庫水面型太陽光電發電系統),台汽電綠能股份有限公司,烏山頭水庫水面型太陽光電發電系統,協勝發鋼鐵廠股份有限公司,於 2026-03-18 移轉 114.367 MWh
台汽電綠能股份有限公司,星曄綠能股份有限公司(烏山頭水庫水面型太陽光電發電系統),台汽電綠能股份有限公司,烏山頭水庫水面型太陽光電發電系統,協勝發鋼鐵廠股份有限公司,於 2026-04-15 移轉 111.543 MWh
台汽電綠能股份有限公司,星曄綠能股份有限公司(烏山頭水庫水面型太陽光電發電系統),台汽電綠能股份有限公司,烏山頭水庫水面型太陽光電發電系統,協勝發鋼鐵廠股份有限公司,於 2026-05-20 移轉 130.62 MWh
台汽電綠能股份有限公司,星曄綠能股份有限公司(烏山頭水庫水面型太陽光電發電系統),台汽電綠能股份有限公司,烏山頭水庫水面型太陽光電發電系統,台北富邦商業銀行股份有限公司,於 2026-03-11 移轉 169.554 MWh
台汽電綠能股份有限公司,星曄綠能股份有限公司(烏山頭水庫水面型太陽光電發電系統),台汽電綠能股份有限公司,烏山頭水庫水面型太陽光電發電系統,台北富邦商業銀行股份有限公司,於 2026-04-15 移轉 165.368 MWh
台汽電綠能股份有限公司,星曄綠能股份有限公司(烏山頭水庫水面型太陽光電發電系統),台汽電綠能股份有限公司,烏山頭水庫水面型太陽光電發電系統,台北富邦商業銀行股份有限公司,於 2026-05-20 移轉 193.65 MWh
台汽電綠能股份有限公司,星曄綠能股份有限公司(烏山頭水庫水面型太陽光電發電系統),台汽電綠能股份有限公司,烏山頭水庫水面型太陽光電發電系統,大統益股份有限公司,於 2026-03-11 移轉 73.298 MWh
台汽電綠能股份有限公司,星曄綠能股份有限公司(烏山頭水庫水面型太陽光電發電系統),台汽電綠能股份有限公司,烏山頭水庫水面型太陽光電發電系統,大統益股份有限公司,於 2026-04-15 移轉 71.488 MWh
台汽電綠能股份有限公司,星曄綠能股份有限公司(烏山頭水庫水面型太陽光電發電系統),台汽電綠能股份有限公司,烏山頭水庫水面型太陽光電發電系統,大統益股份有限公司,於 2026-05-20 移轉 83.714 MWh
台汽電綠能股份有限公司,星曄綠能股份有限公司(烏山頭水庫水面型太陽光電發電系統),台汽電綠能股份有限公司,烏山頭水庫水面型太陽光電發電系統,瑞健股份有限公司,於 2026-03-11 移轉 364.064 MWh
台汽電綠能股份有限公司,星曄綠能股份有限公司(烏山頭水庫水面型太陽光電發電系統),台汽電綠能股份有限公司,烏山頭水庫水面型太陽光電發電系統,瑞健股份有限公司,於 2026-04-15 移轉 353.861 MWh
台汽電綠能股份有限公司,星曄綠能股份有限公司(烏山頭水庫水面型太陽光電發電系統),台汽電綠能股份有限公司,烏山頭水庫水面型太陽光電發電系統,瑞健股份有限公司,於 2026-05-20 移轉 415.801 MWh
台汽電綠能股份有限公司,星曄綠能股份有限公司(烏山頭水庫水面型太陽光電發電系統),台汽電綠能股份有限公司,烏山頭水庫水面型太陽光電發電系統,台灣國際航電股份有限公司,於 2026-03-25 移轉 166.56 MWh
台汽電綠能股份有限公司,星曄綠能股份有限公司(烏山頭水庫水面型太陽光電發電系統),台汽電綠能股份有限公司,烏山頭水庫水面型太陽光電發電系統,台灣國際航電股份有限公司,於 2026-04-15 移轉 162.445 MWh
台汽電綠能股份有限公司,星曄綠能股份有限公司(烏山頭水庫水面型太陽光電發電系統),台汽電綠能股份有限公司,烏山頭水庫水面型太陽光電發電系統,台灣國際航電股份有限公司,於 2026-05-20 移轉 190.23 MWh
台汽電綠能股份有限公司,華晶能源股份有限公司(華晶12),台汽電綠能股份有限公司,華晶12,炎洲股份有限公司薄膜廠,於 2026-03-11 移轉 28.161 MWh
台汽電綠能股份有限公司,華晶能源股份有限公司(華晶12),台汽電綠能股份有限公司,華晶12,炎洲股份有限公司薄膜廠,於 2026-04-15 移轉 28.27 MWh
台汽電綠能股份有限公司,華晶能源股份有限公司(華晶12),台汽電綠能股份有限公司,華晶12,炎洲股份有限公司薄膜廠,於 2026-05-20 移轉 39.457 MWh
台汽電綠能股份有限公司,桃旭電力股份有限公司(桃旭電力東和鋼鐵2),台汽電綠能股份有限公司,桃旭電力東和鋼鐵2,友達光電股份有限公司,於 2026-03-11 移轉 112.322 MWh
台汽電綠能股份有限公司,桃旭電力股份有限公司(桃旭電力東和鋼鐵2),台汽電綠能股份有限公司,桃旭電力東和鋼鐵2,友達光電股份有限公司,於 2026-04-15 移轉 113.775 MWh
台汽電綠能股份有限公司,桃旭電力股份有限公司(桃旭電力東和鋼鐵2),台汽電綠能股份有限公司,桃旭電力東和鋼鐵2,友達光電股份有限公司,於 2026-05-20 移轉 154.052 MWh
台汽電綠能股份有限公司,桃旭電力股份有限公司(桃旭電力正隆造紙(燕巢)),台汽電綠能股份有限公司,桃旭電力正隆造紙(燕巢),友達光電股份有限公司,於 2026-03-11 移轉 406.812 MWh
台汽電綠能股份有限公司,桃旭電力股份有限公司(桃旭電力正隆造紙(燕巢)),台汽電綠能股份有限公司,桃旭電力正隆造紙(燕巢),友達光電股份有限公司,於 2026-04-15 移轉 396.798 MWh
台汽電綠能股份有限公司,桃旭電力股份有限公司(桃旭電力正隆造紙(燕巢)),台汽電綠能股份有限公司,桃旭電力正隆造紙(燕巢),友達光電股份有限公司,於 2026-05-20 移轉 553.712 MWh
台汽電綠能股份有限公司,南陽電業股份有限公司(南陽電業北門),台汽電綠能股份有限公司,南陽電業北門,友達光電股份有限公司,於 2026-03-11 移轉 531.169 MWh
台汽電綠能股份有限公司,南陽電業股份有限公司(南陽電業北門),台汽電綠能股份有限公司,南陽電業北門,友達光電股份有限公司,於 2026-04-15 移轉 567.311 MWh
台汽電綠能股份有限公司,南陽電業股份有限公司(南陽電業北門),台汽電綠能股份有限公司,南陽電業北門,友達光電股份有限公司,於 2026-05-20 移轉 785.703 MWh
台汽電綠能股份有限公司,弘泰電力股份有限公司(弘泰電力群創T2),台汽電綠能股份有限公司,弘泰電力群創T2,友達光電股份有限公司,於 2026-03-11 移轉 391.903 MWh
台汽電綠能股份有限公司,弘泰電力股份有限公司(弘泰電力群創T2),台汽電綠能股份有限公司,弘泰電力群創T2,友達光電股份有限公司,於 2026-04-15 移轉 421.668 MWh
台汽電綠能股份有限公司,弘泰電力股份有限公司(弘泰電力群創T2),台汽電綠能股份有限公司,弘泰電力群創T2,友達光電股份有限公司,於 2026-05-20 移轉 512.929 MWh
台汽電綠能股份有限公司,旭忠能源股份有限公司(旭忠能源正新橡膠1-1、1-2、1-3),台汽電綠能股份有限公司,旭忠能源正新橡膠1-1、1-2、1-3,友達光電股份有限公司,於 2026-03-11 移轉 120.326 MWh
台汽電綠能股份有限公司,旭忠能源股份有限公司(旭忠能源正新橡膠1-1、1-2、1-3),台汽電綠能股份有限公司,旭忠能源正新橡膠1-1、1-2、1-3,友達光電股份有限公司,於 2026-04-15 移轉 144.768 MWh
台汽電綠能股份有限公司,旭忠能源股份有限公司(旭忠能源正新橡膠1-1、1-2、1-3),台汽電綠能股份有限公司,旭忠能源正新橡膠1-1、1-2、1-3,友達光電股份有限公司,於 2026-05-20 移轉 179.133 MWh
台汽電綠能股份有限公司,旭忠能源股份有限公司(旭忠能源正新橡膠2-1、2-2),台汽電綠能股份有限公司,旭忠能源正新橡膠2-1、2-2,友達光電股份有限公司,於 2026-03-11 移轉 72.444 MWh
台汽電綠能股份有限公司,旭忠能源股份有限公司(旭忠能源正新橡膠2-1、2-2),台汽電綠能股份有限公司,旭忠能源正新橡膠2-1、2-2,友達光電股份有限公司,於 2026-04-15 移轉 90.355 MWh
