出售單位,發電設備,購買者,能源類型,移轉量(MWh),憑證發放年份,移轉日期
財團法人工業技術研究院-中創園區,財團法人工業技術研究院-中創園區,元大商業銀行股份有限公司,太陽能,67,2019,2019-12-24
交通部民用航空局臺中航空站,交通部民用航空局臺中航空站,元大商業銀行股份有限公司,太陽能,31,2019,2019-12-24
利佳興業股份有限公司,利佳興業股份有限公司,元大商業銀行股份有限公司,太陽能,2,2019,2019-12-23
利佳興業股份有限公司,利佳興業股份有限公司,元大期貨股份有限公司,太陽能,50,2019,2019-12-23
誠美材料科技股份有限公司,誠美材料科技股份有限公司,台灣大哥大股份有限公司,太陽能,339,2019,2019-12-16
誠美材料科技股份有限公司,誠美材料科技股份有限公司,元大證券金融股份有限公司,太陽能,10,2019,2019-12-11
誠美材料科技股份有限公司,誠美材料科技股份有限公司,元大商業銀行股份有限公司,太陽能,100,2019,2019-12-11
誠美材料科技股份有限公司,誠美材料科技股份有限公司,元大證券股份有限公司,太陽能,110,2019,2019-12-05
國立海洋生物博物館,國立海洋生物博物館,國泰人壽保險股份有限公司,太陽能,70,2019,2019-11-29
客家委員會客家文化發展中心六堆園區,客家委員會客家文化發展中心六堆園區,元太科技工業股份有限公司,太陽能,50,2019,2019-11-26
客家委員會客家文化發展中心銅鑼園區,客家委員會客家文化發展中心銅鑼園區,元太科技工業股份有限公司,太陽能,50,2019,2019-11-22
交通部民用航空局臺中航空站,交通部民用航空局臺中航空站,玉山金融控股股份有限公司,太陽能,80,2019,2019-11-21
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,遠傳電信股份有限公司,太陽能,47,2019,2019-11-13
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,亞洲水泥股份有限公司,太陽能,28,2019,2019-11-13
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,太平洋崇光百貨股份有限公司,太陽能,11,2019,2019-11-13
財團法人天主教靈醫會,聖嘉民老人照顧中心,大江生醫股份有限公司,太陽能,4,2019,2019-11-13
誠美材料科技股份有限公司,誠美材料科技股份有限公司,元大證券股份有限公司,太陽能,90,2019,2019-10-28
財團法人工業技術研究院-中創園區,財團法人工業技術研究院-中創園區,兆豐金融控股股份有限公司,太陽能,81,2019,2019-10-24
利佳興業股份有限公司,利佳興業股份有限公司,元大證券投資信託股份有限公司,太陽能,20,2019,2019-10-23
利佳興業股份有限公司,利佳興業股份有限公司,元大人壽保險股份有限公司,太陽能,20,2019,2019-10-23
衛生福利部嘉南療養院,衛生福利部嘉南療養院1期,元太科技工業股份有限公司,太陽能,89,2019,2019-10-09
財團法人天主教靈醫會,聖嘉民老人照顧中心,大江生醫股份有限公司,太陽能,2,2019,2019-10-01
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,遠傳電信股份有限公司,太陽能,12,2019,2019-10-01
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,亞洲水泥股份有限公司,太陽能,12,2019,2019-10-01
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,太平洋崇光百貨股份有限公司,太陽能,12,2019,2019-10-01
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,宏遠興業股份有限公司,太陽能,30,2019,2019-08-30
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,東聯化學股份有限公司,太陽能,30,2019,2019-08-30
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,遠東百貨股份有限公司,太陽能,30,2019,2019-08-30
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,裕民航運股份有限公司,太陽能,20,2019,2019-08-30
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,遠東國際商業銀行股份有限公司,太陽能,20,2019,2019-08-30
台灣糖業股份有限公司,台灣糖業股份有限公司畜殖事業部大響營第一畜殖場,兆豐金融控股股份有限公司,生質能,65,2019,2019-08-30
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,亞洲水泥股份有限公司,太陽能,27,2019,2019-08-30
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,太平洋崇光百貨股份有限公司,太陽能,27,2019,2019-08-30
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,遠傳電信股份有限公司,太陽能,27,2019,2019-08-30
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,遠東新世紀股份有限公司,太陽能,27,2019,2019-08-30
財團法人天主教靈醫會,聖嘉民老人照顧中心,大江生醫股份有限公司,太陽能,7,2019,2019-08-21
利佳興業股份有限公司,利佳興業股份有限公司,彰化商業銀行股份有限公司,太陽能,75,2019,2019-07-17
財團法人天主教靈醫會,聖嘉民老人照顧中心,大江生醫股份有限公司,太陽能,2,2019,2019-06-19
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,遠東新世紀股份有限公司,太陽能,53,2019,2019-04-10
財團法人工業技術研究院-中創園區,財團法人工業技術研究院-中創園區,樂活酒窖股份有限公司,太陽能,8,2018,2024-01-11
財團法人工業技術研究院-中創園區,財團法人工業技術研究院-中創園區,德紐股份有限公司,太陽能,158,2018,2024-01-11
國立海洋生物博物館,國立海洋生物博物館,德紐股份有限公司,太陽能,7,2018,2022-02-23
全利能源實業股份有限公司,全利能源實業股份有限公司,愛德萬測試股份有限公司,太陽能,11,2018,2021-11-26
全利能源實業股份有限公司,全利能源實業股份有限公司,愛德萬測試股份有限公司,太陽能,2,2018,2021-08-24
衛生福利部嘉南療養院,衛生福利部嘉南療養院1期,元太科技工業股份有限公司,太陽能,11,2018,2019-11-21
台灣糖業股份有限公司,台灣糖業股份有限公司畜殖事業部大響營第一畜殖場,崑山科技大學,生質能,4,2018,2019-10-29
台灣糖業股份有限公司,台灣糖業股份有限公司畜殖事業部大響營第一畜殖場,電轉轉電力股份有限公司,生質能,4,2018,2019-10-29
台灣糖業股份有限公司,台灣糖業股份有限公司畜殖事業部大響營第一畜殖場,台灣碳交易股份有限公司,生質能,4,2018,2019-10-29
台灣糖業股份有限公司,台灣糖業股份有限公司畜殖事業部大響營第一畜殖場,顏**,生質能,3,2018,2019-08-16
台灣糖業股份有限公司,台灣糖業股份有限公司畜殖事業部大響營第一畜殖場,永智顧問股份有限公司,生質能,1,2018,2019-08-07
國立高雄大學法學院,國立高雄大學法學院,大江生醫股份有限公司,太陽能,15,2018,2019-07-10
國立高雄大學行政大樓,國立高雄大學行政大樓,大江生醫股份有限公司,太陽能,2,2018,2019-07-10
台灣糖業股份有限公司,台灣糖業股份有限公司畜殖事業部大響營第一畜殖場,鉅舵顧問有限公司,生質能,1,2018,2019-07-08
台灣糖業股份有限公司,台灣糖業股份有限公司畜殖事業部大響營第一畜殖場,周**,生質能,1,2018,2019-07-08
國立海洋生物博物館,國立海洋生物博物館,台新國際商業銀行,太陽能,10,2018,2019-06-17
國立高雄科技大學,國立高雄科技大學,彰化商業銀行股份有限公司,太陽能,47,2018,2019-04-25
國立高雄科技大學,國立高雄科技大學,弈澄科技股份有限公司,太陽能,4,2018,2019-04-25
利佳興業股份有限公司,利佳興業股份有限公司,彰化商業銀行股份有限公司,太陽能,20,2018,2019-04-19
誠美材料科技股份有限公司,誠美材料科技股份有限公司,中強光電股份有限公司,太陽能,50,2018,2019-04-18
客家委員會客家文化發展中心銅鑼園區,客家委員會客家文化發展中心銅鑼園區,元太科技工業股份有限公司,太陽能,37,2018,2019-04-10
客家委員會客家文化發展中心六堆園區,客家委員會客家文化發展中心六堆園區,元太科技工業股份有限公司,太陽能,83,2018,2019-04-10
衛生福利部嘉南療養院,衛生福利部嘉南療養院1期,元太科技工業股份有限公司,太陽能,124,2018,2019-03-22
國立海洋生物博物館,國立海洋生物博物館,國泰世華商業銀行股份有限公司,太陽能,17,2018,2019-02-27
國立澎湖科技大學,國立澎湖科技大學,元太科技工業股份有限公司,太陽能,152,2018,2019-02-22
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,遠傳電信股份有限公司,太陽能,12,2018,2019-02-20
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,遠東新世紀股份有限公司,太陽能,11,2018,2019-02-20
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,亞洲水泥股份有限公司,太陽能,12,2018,2019-02-20
誠美材料科技股份有限公司,誠美材料科技股份有限公司,台灣肥料股份有限公司,太陽能,100,2018,2019-02-12
交通部民用航空局臺中航空站,交通部民用航空局臺中航空站,元太科技工業股份有限公司,太陽能,10,2018,2019-01-29
交通部民用航空局臺中航空站,交通部民用航空局臺中航空站,元太科技工業股份有限公司,太陽能,23,2018,2018-12-26
國立海洋生物博物館,國立海洋生物博物館,國泰人壽保險股份有限公司,太陽能,22,2018,2018-12-20
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,遠東新世紀股份有限公司,太陽能,7,2018,2018-12-17
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,遠傳電信股份有限公司,太陽能,7,2018,2018-12-17
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,太平洋崇光百貨股份有限公司,太陽能,2,2018,2018-12-17
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,宏遠興業股份有限公司,太陽能,2,2018,2018-12-17
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,裕民航運股份有限公司,太陽能,2,2018,2018-12-17
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,亞洲水泥股份有限公司,太陽能,7,2018,2018-12-17
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,遠東百貨股份有限公司,太陽能,2,2018,2018-12-17
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,遠東國際商業銀行股份有限公司,太陽能,2,2018,2018-12-17
利佳興業股份有限公司,利佳興業股份有限公司,財團法人台灣大電力研究試驗中心,太陽能,36,2018,2018-11-26
利佳興業股份有限公司,利佳興業股份有限公司,節能屋能源科技股份有限公司,太陽能,2,2018,2018-11-22
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,遠傳電信股份有限公司,太陽能,6,2018,2018-11-19
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,亞洲水泥股份有限公司,太陽能,6,2018,2018-11-19
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,裕民航運股份有限公司,太陽能,6,2018,2018-11-19
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,遠東百貨股份有限公司,太陽能,6,2018,2018-11-19
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,遠東新世紀股份有限公司,太陽能,6,2018,2018-11-19
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,宏遠興業股份有限公司,太陽能,6,2018,2018-11-19
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,太平洋崇光百貨股份有限公司,太陽能,6,2018,2018-11-19
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,遠東國際商業銀行股份有限公司,太陽能,6,2018,2018-11-19
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,東聯化學股份有限公司,太陽能,6,2018,2018-11-19
交通部民用航空局臺中航空站,交通部民用航空局臺中航空站,元太科技工業股份有限公司,太陽能,27,2018,2018-11-19
誠美材料科技股份有限公司,誠美材料科技股份有限公司,元大期貨股份有限公司,太陽能,36,2018,2018-10-25
利佳興業股份有限公司,利佳興業股份有限公司,元大證券金融股份有限公司,太陽能,3,2018,2018-10-24
利佳興業股份有限公司,利佳興業股份有限公司,元大期貨股份有限公司,太陽能,14,2018,2018-10-24
誠美材料科技股份有限公司,誠美材料科技股份有限公司,元大證券金融股份有限公司,太陽能,7,2018,2018-10-22
誠美材料科技股份有限公司,誠美材料科技股份有限公司,元大商業銀行股份有限公司,太陽能,144,2018,2018-10-17
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,亞洲水泥股份有限公司,太陽能,4,2018,2018-10-15
利佳興業股份有限公司,利佳興業股份有限公司,元大商業銀行股份有限公司,太陽能,56,2018,2018-10-15
利佳興業股份有限公司,利佳興業股份有限公司,元大人壽保險股份有限公司,太陽能,5,2018,2018-10-15
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,遠東新世紀股份有限公司,太陽能,4,2018,2018-10-15
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,遠傳電信股份有限公司,太陽能,4,2018,2018-10-15
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,遠東百貨股份有限公司,太陽能,4,2018,2018-10-15
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,東聯化學股份有限公司,太陽能,4,2018,2018-10-15
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,遠東國際商業銀行股份有限公司,太陽能,4,2018,2018-10-15
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,太平洋崇光百貨股份有限公司,太陽能,4,2018,2018-10-15
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,裕民航運股份有限公司,太陽能,4,2018,2018-10-15
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,宏遠興業股份有限公司,太陽能,4,2018,2018-10-15
國立澎湖科技大學,國立澎湖科技大學,元太科技工業股份有限公司,太陽能,200,2018,2018-10-09
誠美材料科技股份有限公司,誠美材料科技股份有限公司,元大證券股份有限公司,太陽能,144,2018,2018-10-08
誠美材料科技股份有限公司,誠美材料科技股份有限公司,元大證券投資信託股份有限公司,太陽能,15,2018,2018-10-08
誠美材料科技股份有限公司,誠美材料科技股份有限公司,元大人壽保險股份有限公司,太陽能,15,2018,2018-10-08
利佳興業股份有限公司,利佳興業股份有限公司,元大證券投資信託股份有限公司,太陽能,5,2018,2018-10-02
利佳興業股份有限公司,利佳興業股份有限公司,元大證券股份有限公司,太陽能,56,2018,2018-09-28
交通部民用航空局臺中航空站,交通部民用航空局臺中航空站,元太科技工業股份有限公司,太陽能,30,2018,2018-09-20
國立海洋生物博物館,國立海洋生物博物館,國泰人壽保險股份有限公司,太陽能,38,2018,2018-09-18
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,亞洲水泥股份有限公司,太陽能,5,2018,2018-09-12
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,遠傳電信股份有限公司,太陽能,5,2018,2018-09-12
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,遠東百貨股份有限公司,太陽能,5,2018,2018-09-12
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,東聯化學股份有限公司,太陽能,5,2018,2018-09-12
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,遠東國際商業銀行股份有限公司,太陽能,5,2018,2018-09-12
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,太平洋崇光百貨股份有限公司,太陽能,5,2018,2018-09-12
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,宏遠興業股份有限公司,太陽能,5,2018,2018-09-12
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,裕民航運股份有限公司,太陽能,5,2018,2018-09-12
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,遠東新世紀股份有限公司,太陽能,5,2018,2018-09-12
交通部民用航空局臺中航空站,交通部民用航空局臺中航空站,玉山金融控股股份有限公司,太陽能,65,2018,2018-09-12
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,遠東百貨股份有限公司,太陽能,4,2018,2018-08-13
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,亞洲水泥股份有限公司,太陽能,4,2018,2018-08-13
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,裕民航運股份有限公司,太陽能,4,2018,2018-08-13
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,宏遠興業股份有限公司,太陽能,4,2018,2018-08-13
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,遠東國際商業銀行股份有限公司,太陽能,4,2018,2018-08-13
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,太平洋崇光百貨股份有限公司,太陽能,4,2018,2018-08-13
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,東聯化學股份有限公司,太陽能,4,2018,2018-08-13
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,遠傳電信股份有限公司,太陽能,4,2018,2018-08-13
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,遠東新世紀股份有限公司,太陽能,4,2018,2018-08-13
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,遠東百貨股份有限公司,太陽能,5,2018,2018-07-17
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,宏遠興業股份有限公司,太陽能,5,2018,2018-07-17
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,東聯化學股份有限公司,太陽能,5,2018,2018-07-17
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,遠傳電信股份有限公司,太陽能,5,2018,2018-07-17
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,亞洲水泥股份有限公司,太陽能,5,2018,2018-07-17
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,遠東新世紀股份有限公司,太陽能,5,2018,2018-07-17
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,太平洋崇光百貨股份有限公司,太陽能,5,2018,2018-07-17
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,裕民航運股份有限公司,太陽能,5,2018,2018-07-17
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,遠東國際商業銀行股份有限公司,太陽能,5,2018,2018-07-17
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,遠東國際商業銀行股份有限公司,太陽能,24,2018,2018-07-05
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,遠東新世紀股份有限公司,太陽能,24,2018,2018-07-05
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,亞洲水泥股份有限公司,太陽能,24,2018,2018-07-05
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,遠傳電信股份有限公司,太陽能,24,2018,2018-07-05
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,裕民航運股份有限公司,太陽能,24,2018,2018-07-05
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,遠東百貨股份有限公司,太陽能,24,2018,2018-07-05
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,太平洋崇光百貨股份有限公司,太陽能,24,2018,2018-07-05
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,宏遠興業股份有限公司,太陽能,24,2018,2018-07-05
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,東聯化學股份有限公司,太陽能,24,2018,2018-07-05
財團法人工業技術研究院-中創園區,財團法人工業技術研究院-中創園區,德紐股份有限公司,太陽能,65,2017,2023-11-02
全利能源實業股份有限公司,全利能源實業股份有限公司,愛德萬測試股份有限公司,太陽能,3,2017,2021-11-26
全利能源實業股份有限公司,全利能源實業股份有限公司,愛德萬測試股份有限公司,太陽能,2,2017,2021-08-24
利佳興業股份有限公司,利佳興業股份有限公司,財團法人台灣大電力研究試驗中心,太陽能,14,2017,2018-11-27
客家委員會客家文化發展中心六堆園區,客家委員會客家文化發展中心六堆園區,星展(台灣)商業銀行股份有限公司,太陽能,65,2017,2018-07-30
國立澎湖科技大學,國立澎湖科技大學,元太科技工業股份有限公司,太陽能,78,2017,2018-07-09
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,元太科技工業股份有限公司,太陽能,164,2017,2018-02-13
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,遠傳電信股份有限公司,太陽能,33,2017,2018-02-12
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,遠東新世紀股份有限公司,太陽能,34,2017,2018-02-12
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,亞洲水泥股份有限公司,太陽能,33,2017,2018-02-12
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,國泰世華商業銀行股份有限公司,太陽能,16,2017,2018-01-25
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,節能屋能源科技股份有限公司,太陽能,10,2017,2018-01-22
國立海洋生物博物館,國立海洋生物博物館,國泰人壽保險股份有限公司,太陽能,5,2017,2018-01-15
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,香港商立德國際商品試驗有限公司桃園分公司,太陽能,35,2017,2018-01-05
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,敦吉檢測科技股份有限公司,太陽能,20,2017,2018-01-04
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,財團法人台灣電子檢驗中心,太陽能,15,2017,2018-01-03
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,玉山金融控股股份有限公司,太陽能,10,2017,2017-12-27
國立海洋生物博物館,國立海洋生物博物館,國泰人壽保險股份有限公司,太陽能,28,2017,2017-12-22
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,元太科技工業股份有限公司,太陽能,20,2017,2017-11-20
國立海洋生物博物館,國立海洋生物博物館,台新國際商業銀行,太陽能,5,2017,2017-09-13
國立海洋生物博物館,國立海洋生物博物館,國泰人壽保險股份有限公司,太陽能,20,2017,2017-09-13
