出售單位,發電設備,購買者,能源類型,移轉量(MWh),憑證發放年份,移轉日期
中華紙漿股份有限公司,中華紙漿股份有限公司花蓮廠,比利時商裕利安宜產物保險股份有限公司台灣分公司,生質能,55,2023,2023-11-30
交通部民用航空局臺中航空站,交通部民用航空局臺中航空站,綠點高新科技股份有限公司,太陽能,1,2023,2023-11-22
中華紙漿股份有限公司,中華紙漿股份有限公司花蓮廠,鋒岳潔能股份有限公司,生質能,1,2023,2023-11-20
裕益汽車股份有限公司,順益一期,玉山商業銀行股份有限公司,太陽能,400,2023,2023-11-16
中華紙漿股份有限公司,中華紙漿股份有限公司花蓮廠,銘汎有限公司,生質能,2,2023,2023-11-09
中華紙漿股份有限公司,中華紙漿股份有限公司花蓮廠,福記梅臺行,生質能,2,2023,2023-11-09
中華紙漿股份有限公司,中華紙漿股份有限公司花蓮廠,元太科技工業股份有限公司,生質能,300,2023,2023-11-08
中華紙漿股份有限公司,中華紙漿股份有限公司花蓮廠,元太科技工業股份有限公司,生質能,400,2023,2023-11-08
越峯電子材料股份有限公司,越峯電子材料股份有限公司,文曄科技股份有限公司,太陽能,10,2023,2023-11-08
臺北市政府產業發展局,臺北市政府產業發展局,晶豪科技股份有限公司,太陽能,4,2023,2023-11-08
上品王食品股份有限公司,石安牧場沼氣發電廠,欣欣天然氣股份有限公司,生質能,1,2023,2023-11-08
永喆環保科技有限公司,永喆樹林一廠,玉山商業銀行股份有限公司,太陽能,50,2023,2023-11-07
萬家香醬園股份有限公司,萬家香三期,美商蘋果電子股份有限公司台灣分公司,太陽能,100,2023,2023-11-06
明徽能源股份有限公司,明徽能源股份有限公司,合作金庫資產管理股份有限公司,太陽能,9,2023,2023-11-03
上品王食品股份有限公司,石安牧場沼氣發電廠,嵩億工業股份有限公司,生質能,1,2023,2023-11-03
萬家香醬園股份有限公司,萬家香一期,美商蘋果電子股份有限公司台灣分公司,太陽能,116,2023,2023-11-03
萬家香醬園股份有限公司,萬家香二期,美商蘋果電子股份有限公司台灣分公司,太陽能,220,2023,2023-11-03
中華紙漿股份有限公司,中華紙漿股份有限公司花蓮廠,安聯人壽保險股份有限公司,生質能,"2,500",2023,2023-10-28
中華紙漿股份有限公司,中華紙漿股份有限公司花蓮廠,聯合聚晶股份有限公司,生質能,5,2023,2023-10-28
臺北市政府產業發展局,臺北市政府產業發展局新生公園夢想館,雲豹能源科技股份有限公司,太陽能,5,2023,2023-10-28
臺北市政府消防局,臺北市政府消防局寶橋分隊,雲豹能源科技股份有限公司,太陽能,2,2023,2023-10-28
高雄市動物保護處,燕巢動物保護關愛園區(開放區),群翌能源股份有限公司,太陽能,7,2023,2023-10-26
高雄市動物保護處,燕巢動物保護關愛園區(行政區),群翌能源股份有限公司,太陽能,6,2023,2023-10-26
中華紙漿股份有限公司,中華紙漿股份有限公司花蓮廠,台灣積體電路製造股份有限公司,生質能,5,2023,2023-10-24
中華紙漿股份有限公司,中華紙漿股份有限公司花蓮廠,東頡材料科技股份有限公司,生質能,1,2023,2023-10-23
臺北市政府產業發展局,臺北市政府產業發展局新生公園未來館,安聯人壽保險股份有限公司,太陽能,37,2023,2023-10-17
中華紙漿股份有限公司,中華紙漿股份有限公司花蓮廠,醫揚科技股份有限公司,生質能,1,2023,2023-10-17
臺北市政府產業發展局,臺北市政府產業發展局 士東市場,安聯人壽保險股份有限公司,太陽能,19,2023,2023-10-17
臺北市政府產業發展局,臺北市政府產業發展局 興隆市場,群翌能源股份有限公司,太陽能,3,2023,2023-10-14
臺北市政府產業發展局,臺北市政府產業發展局 興隆市場,第一化粧品廠股份有限公司,太陽能,1,2023,2023-10-13
開陽能源股份有限公司,開陽能源股份有限公司,新加坡商安富利股份有限公司台灣分公司,太陽能,2,2023,2023-10-06
永喆環保科技有限公司,永喆樹林一廠,宏碁股份有限公司,太陽能,3,2023,2023-10-05
財團法人宜蘭縣私立竹林養護院,竹林養護院,耀登科技股份有限公司,太陽能,20,2023,2023-10-03
中華紙漿股份有限公司,中華紙漿股份有限公司花蓮廠,歐萊德國際股份有限公司,生質能,17,2023,2023-09-09
中華紙漿股份有限公司,中華紙漿股份有限公司花蓮廠,永信旅行社股份有限公司,生質能,5,2023,2023-08-26
中華紙漿股份有限公司,中華紙漿股份有限公司花蓮廠,嘉瓦士有限公司,生質能,1,2023,2023-08-15
中華紙漿股份有限公司,中華紙漿股份有限公司花蓮廠,銘汎有限公司,生質能,1,2023,2023-08-14
中華紙漿股份有限公司,中華紙漿股份有限公司花蓮廠,福記梅臺行,生質能,1,2023,2023-08-11
財團法人天主教靈醫會,聖嘉民啟智中心,捷順企業股份有限公司,太陽能,9,2023,2023-08-09
中華紙漿股份有限公司,中華紙漿股份有限公司花蓮廠,博仲法律事務所,生質能,22,2023,2023-08-01
衛生福利部嘉南療養院,衛生福利部嘉南療養院1期,國泰世華商業銀行股份有限公司,太陽能,32,2023,2023-07-20
上品王食品股份有限公司,石安牧場沼氣發電廠,欣泰石油氣股份有限公司,生質能,1,2023,2023-07-17
上品王食品股份有限公司,石安牧場沼氣發電廠,合作金庫創業投資股份有限公司,生質能,7,2023,2023-07-07
明徽能源股份有限公司,明徽能源股份有限公司,金豐盛工具股份有限公司,太陽能,2,2023,2023-07-01
上品王食品股份有限公司,石安牧場沼氣發電廠,第一金融管理顧問股份有限公司,生質能,2,2023,2023-06-30
財團法人天主教靈醫會,長照二期太陽光電系統,大江生醫股份有限公司,太陽能,5,2023,2023-06-28
財團法人天主教靈醫會,聖嘉民老人照顧中心,大江生醫股份有限公司,太陽能,6,2023,2023-06-28
國立海洋生物博物館,國立海洋生物博物館,台新國際商業銀行,太陽能,12,2023,2023-06-17
萬家香醬園股份有限公司,萬家香一期,美商蘋果電子股份有限公司台灣分公司,太陽能,11,2023,2023-04-28
萬家香醬園股份有限公司,萬家香三期,美商蘋果電子股份有限公司台灣分公司,太陽能,9,2023,2023-04-28
萬家香醬園股份有限公司,萬家香二期,美商蘋果電子股份有限公司台灣分公司,太陽能,19,2023,2023-04-28
臺北市北投區公所,臺北市北投區公所,台灣橫河股份有限公司,太陽能,27,2022,2025-05-09
明徽能源股份有限公司,明徽能源_屋頂二期,奇鼎科技股份有限公司,太陽能,226,2022,2024-11-23
明徽能源股份有限公司,明徽能源股份有限公司,奇鼎科技股份有限公司,太陽能,1,2022,2024-11-14
臺北市立金華國民中學,臺北市立金華國民中學,劉**,太陽能,1,2022,2024-11-06
臺北市文山區公所,臺北市文山區公所,台灣美佳境股份有限公司,太陽能,18,2022,2024-10-08
明徽能源股份有限公司,明徽能源_屋頂二期,富順餐廳,太陽能,10,2022,2024-01-12
財團法人工業技術研究院,財團法人工業技術研究院-中興院區,台灣迪卡儂有限公司,太陽能,762,2022,2024-01-12
臺灣水泥股份有限公司,台泥大樓屋頂太陽能光電,台灣迪卡儂有限公司,太陽能,45,2022,2024-01-02
台灣水泥股份有限公司高雄水泥製品廠嘉義分廠,台灣水泥股份有限公司高雄水泥製品廠嘉義分廠,台灣迪卡儂有限公司,太陽能,2,2022,2024-01-02
台灣水泥股份有限公司蘇澳廠,太白山礦場太陽能發電站,台灣迪卡儂有限公司,太陽能,1,2022,2024-01-02
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,台灣迪卡儂有限公司,太陽能,31,2022,2023-12-26
和平電力股份有限公司,和平電廠,台灣迪卡儂有限公司,太陽能,322,2022,2023-12-22
台灣水泥股份有限公司高雄水泥製品廠,台灣水泥股份有限公司高雄水泥製品廠,台灣迪卡儂有限公司,太陽能,1,2022,2023-12-22
台灣水泥股份有限公司和平分公司,台灣水泥股份有限公司和平廠 (第一期：智能倉庫),台灣迪卡儂有限公司,太陽能,1,2022,2023-12-20
台灣水泥股份有限公司和平分公司,台灣水泥股份有限公司和平廠(DAKA園區),台灣迪卡儂有限公司,太陽能,1,2022,2023-12-20
台灣水泥股份有限公司台中水泥製品廠,台灣水泥股份有限公司台中水泥製品廠大肚分廠,台灣迪卡儂有限公司,太陽能,19,2022,2023-12-20
台灣水泥股份有限公司台中水泥製品廠,台灣水泥股份有限公司台中水泥製品廠,台灣迪卡儂有限公司,太陽能,6,2022,2023-12-20
財團法人工業技術研究院,財團法人工業技術研究院-中興院區,愛德華先進科技股份有限公司,太陽能,600,2022,2023-10-21
明徽能源股份有限公司,明徽能源股份有限公司,臺灣土地銀行（股）受託經管國泰一號不動產投資信託基金,太陽能,26,2022,2023-10-20
明徽能源股份有限公司,明徽能源_屋頂二期,今周文化事業股份有限公司,太陽能,2,2022,2023-10-17
財團法人工業技術研究院-中創園區,財團法人工業技術研究院-中創園區,東方超捷國際物流股份有限公司,太陽能,17,2022,2023-08-01
衛生福利部嘉南療養院,衛生福利部嘉南療養院1期,國泰世華商業銀行股份有限公司,太陽能,18,2022,2023-07-20
財團法人天主教靈醫會,長照二期太陽光電系統,大江生醫股份有限公司,太陽能,2,2022,2023-06-28
財團法人天主教靈醫會,聖嘉民老人照顧中心,大江生醫股份有限公司,太陽能,2,2022,2023-06-28
利佳興業股份有限公司,利佳興業股份有限公司,國泰人壽保險股份有限公司,太陽能,139,2022,2023-06-19
國泰人壽保險股份有限公司,國泰烏日辦公室,宏碁股份有限公司,太陽能,233,2022,2023-06-09
國泰人壽保險股份有限公司,國泰人壽保險股份有限公司,宏碁股份有限公司,太陽能,118,2022,2023-06-09
國泰人壽保險股份有限公司,國泰人壽保險股份有限公司,宏碁股份有限公司,太陽能,59,2022,2023-06-09
國泰人壽保險股份有限公司,置地廣場桃園,宏碁股份有限公司,太陽能,39,2022,2023-06-09
台灣綠氫股份有限公司,台灣綠氫_餘氫再生系統,台塑勝高科技股份有限公司,其他能源,10,2022,2023-06-08
臺北市政府產業發展局,臺北市政府產業發展局新生公園未來館,賽諾菲股份有限公司,太陽能,15,2022,2023-06-03
臺北市政府產業發展局,臺北市政府產業發展局 興隆市場,信義房屋股份有限公司,太陽能,5,2022,2023-05-27
國立高雄科技大學,國立高雄科技大學,矽品精密工業股份有限公司,太陽能,20,2022,2023-05-24
國立高雄科技大學,國立高雄科技大學,矽品精密工業股份有限公司,太陽能,10,2022,2023-05-24
客家委員會客家文化發展中心銅鑼園區,客家委員會客家文化發展中心銅鑼園區,國泰人壽保險股份有限公司,太陽能,109,2022,2023-05-20
客家委員會客家文化發展中心六堆園區,客家委員會客家文化發展中心六堆園區,國泰人壽保險股份有限公司,太陽能,1,2022,2023-05-20
客家委員會客家文化發展中心,六堆客家文化園區,國泰人壽保險股份有限公司,太陽能,6,2022,2023-05-20
交通部民用航空局臺中航空站,交通部民用航空局臺中航空站,東方超捷國際物流股份有限公司,太陽能,10,2022,2023-05-20
財團法人宜蘭縣私立竹林養護院,竹林養護院,淨毒五郎有限公司,太陽能,2,2022,2023-05-19
臺北市政府產業發展局,臺北市政府產業發展局 士東市場,愛德萬測試股份有限公司,太陽能,11,2022,2023-05-18
臺北市政府產業發展局,臺北市政府產業發展局,台灣碳交易股份有限公司,太陽能,1,2022,2023-05-18
臺北市政府產業發展局,臺北市政府產業發展局新生公園夢想館,愛德萬測試股份有限公司,太陽能,20,2022,2023-05-18
臺北市政府產業發展局,臺北市政府產業發展局新生公園未來館,愛德萬測試股份有限公司,太陽能,1,2022,2023-05-18
裕益汽車股份有限公司,順益一期,信義房屋股份有限公司,太陽能,1,2022,2023-05-15
上品王食品股份有限公司,石安牧場沼氣發電廠,宏碁股份有限公司,生質能,101,2022,2023-05-09
上品王食品股份有限公司,石安牧場沼氣發電廠,宏碁股份有限公司,生質能,58,2022,2023-05-09
裕益汽車股份有限公司,順益一期,宏碁股份有限公司,太陽能,59,2022,2023-05-04
國立澎湖科技大學,國立澎湖科技大學,兆豐金融控股股份有限公司,太陽能,298,2022,2023-05-04
萬家香醬園股份有限公司,萬家香一期,美商蘋果電子股份有限公司台灣分公司,太陽能,110,2022,2023-04-28
萬家香醬園股份有限公司,萬家香二期,美商蘋果電子股份有限公司台灣分公司,太陽能,143,2022,2023-04-28
萬家香醬園股份有限公司,萬家香三期,美商蘋果電子股份有限公司台灣分公司,太陽能,65,2022,2023-04-28
永喆環保科技有限公司,永喆樹林一廠,風睿能源股份有限公司,太陽能,25,2022,2023-04-26
交通部民用航空局臺中航空站,交通部民用航空局臺中航空站,國泰證券投資信託股份有限公司,太陽能,8,2022,2023-04-26
裕益汽車股份有限公司,順益一期,愛德萬測試股份有限公司,太陽能,22,2022,2023-04-18
上品王食品股份有限公司,石安牧場沼氣發電廠,宏碁股份有限公司,生質能,200,2022,2023-04-18
上品王食品股份有限公司,石安牧場沼氣發電廠,宏碁股份有限公司,生質能,100,2022,2023-04-18
交通部民用航空局臺中航空站,交通部民用航空局臺中航空站,愛德萬測試股份有限公司,太陽能,36,2022,2023-04-18
高雄市動物保護處,燕巢動物保護關愛園區(行政區),宜鼎國際股份有限公司,太陽能,2,2022,2023-04-15
高雄市動物保護處,燕巢動物保護關愛園區(開放區),宜鼎國際股份有限公司,太陽能,3,2022,2023-04-15
客家委員會客家文化發展中心六堆園區,客家委員會客家文化發展中心六堆園區,國泰世紀產物保險股份有限公司,太陽能,114,2022,2023-04-11
裕益汽車股份有限公司,順益一期,華信光電科技股份有限公司,太陽能,5,2022,2023-04-10
客家委員會客家文化發展中心,六堆客家文化園區,國泰金融控股股份有限公司,太陽能,82,2022,2023-04-08
財團法人宜蘭縣私立竹林養護院,竹林養護院,台灣好室有限公司,太陽能,1,2022,2023-04-08
裕益汽車股份有限公司,順益一期,綺緯生命科學股份有限公司,太陽能,1,2022,2023-04-07
裕益汽車股份有限公司,順益一期,宏碁股份有限公司,太陽能,298,2022,2023-04-07
財團法人工業技術研究院-中創園區,財團法人工業技術研究院-中創園區,國泰世華商業銀行股份有限公司,太陽能,126,2022,2023-03-28
財團法人桃園市私立脊髓損傷潛能發展中心,脊髓中心太陽光電系統,台灣大哥大股份有限公司,太陽能,64,2022,2023-03-26
台灣水泥股份有限公司蘇澳廠,太白山礦場太陽能發電站,國泰世華商業銀行股份有限公司,太陽能,4,2022,2023-03-25
裕益汽車股份有限公司,順益一期,華信光電科技股份有限公司,太陽能,1,2022,2023-03-24
國立海洋生物博物館,國立海洋生物博物館,德紐股份有限公司,太陽能,20,2022,2023-03-23
裕益汽車股份有限公司,順益一期,風睿能源股份有限公司,太陽能,20,2022,2023-03-23
明徽能源股份有限公司,明徽能源股份有限公司,森崴能源股份有限公司,太陽能,2,2022,2023-03-21
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,國泰世華商業銀行股份有限公司,太陽能,33,2022,2023-03-16
裕益汽車股份有限公司,順益一期,財團法人綠色和平基金會,太陽能,1,2022,2023-03-15
裕益汽車股份有限公司,順益一期,華東科技股份有限公司,太陽能,10,2022,2023-03-14
裕益汽車股份有限公司,順益一期,國泰世華商業銀行股份有限公司,太陽能,50,2022,2023-03-14
裕益汽車股份有限公司,順益一期,博仲法律事務所,太陽能,1,2022,2023-03-14
財團法人宜蘭縣私立竹林養護院,竹林養護院,淨毒五郎有限公司,太陽能,5,2022,2023-03-11
交通部民用航空局臺中航空站,交通部民用航空局臺中航空站,國泰世紀產物保險股份有限公司,太陽能,75,2022,2023-03-10
台灣水泥股份有限公司高雄水泥製品廠,台灣水泥股份有限公司高雄水泥製品廠,國泰世華商業銀行股份有限公司,太陽能,2,2022,2023-03-08
台灣水泥股份有限公司台中水泥製品廠,台灣水泥股份有限公司台中水泥製品廠大肚分廠,國泰世華商業銀行股份有限公司,太陽能,3,2022,2023-03-03
財團法人工業技術研究院,財團法人工業技術研究院-中興院區,國泰世華商業銀行股份有限公司,太陽能,236,2022,2023-03-03
上品王食品股份有限公司,石安牧場沼氣發電廠,精誠資訊股份有限公司,生質能,18,2022,2023-03-03
臺北市政府產業發展局,臺北市政府產業發展局新生公園未來館,國泰綜合證券股份有限公司,太陽能,20,2022,2023-03-02
財團法人桃園市幸福社會福利基金會,幸福基金會太陽光電系統,台灣大哥大股份有限公司,太陽能,22,2022,2023-02-28
明徽能源股份有限公司,明徽能源_屋頂二期,第一金人壽保險股份有限公司,太陽能,42,2022,2023-02-28
臺北市政府消防局,臺北市政府消防局寶橋分隊,宏碁股份有限公司,太陽能,2,2022,2023-02-24
明徽能源股份有限公司,明徽能源_屋頂二期,聯詠科技股份有限公司,太陽能,30,2022,2023-02-24
臺北市政府產業發展局,臺北市政府產業發展局,國泰世華商業銀行股份有限公司,太陽能,4,2022,2023-02-24
臺北市政府產業發展局,臺北市政府產業發展局 士東市場,國泰世華商業銀行股份有限公司,太陽能,20,2022,2023-02-24
臺北市政府產業發展局,臺北市政府產業發展局新生公園未來館,胤源企業有限公司,太陽能,2,2022,2023-02-24
臺北市政府產業發展局,臺北市政府產業發展局新生公園未來館,宏碁股份有限公司,太陽能,21,2022,2023-02-24
臺北市政府產業發展局,臺北市政府產業發展局新生公園夢想館,宏碁股份有限公司,太陽能,46,2022,2023-02-24
臺北市政府產業發展局,臺北市政府產業發展局 興隆市場,精誠資訊股份有限公司,太陽能,16,2022,2023-02-24
台灣水泥股份有限公司和平分公司,台灣水泥股份有限公司和平廠 (第一期：智能倉庫),國泰世華商業銀行股份有限公司,太陽能,1,2022,2023-02-24
台灣水泥股份有限公司高雄水泥製品廠,台灣水泥股份有限公司高雄水泥製品廠,國泰世華商業銀行股份有限公司,太陽能,8,2022,2023-02-24
明徽能源股份有限公司,明徽能源_屋頂二期,聯詠科技股份有限公司,太陽能,8,2022,2023-02-24
台灣水泥股份有限公司和平分公司,台灣水泥股份有限公司和平廠 (第一期：智能倉庫),國泰世華商業銀行股份有限公司,太陽能,12,2022,2023-02-22
臺北大眾捷運股份有限公司,北投機廠(工務處),精誠資訊股份有限公司,太陽能,27,2022,2023-02-18
裕益汽車股份有限公司,順益一期,博仲法律事務所,太陽能,1,2022,2023-02-17
越峯電子材料股份有限公司,越峯電子材料股份有限公司,精誠資訊股份有限公司,太陽能,15,2022,2023-02-17
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,國泰世華商業銀行股份有限公司,太陽能,195,2022,2023-02-15
裕益汽車股份有限公司,順益一期,康舒科技股份有限公司,太陽能,5,2022,2023-02-15
高雄市動物保護處,燕巢動物保護關愛園區(開放區),宜鼎國際股份有限公司,太陽能,10,2022,2023-02-15
高雄市動物保護處,燕巢動物保護關愛園區(行政區),宜鼎國際股份有限公司,太陽能,9,2022,2023-02-15
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,國泰世華商業銀行股份有限公司,太陽能,31,2022,2023-02-15
東元電機股份有限公司,東元電機中壢太陽能系統,玉山商業銀行股份有限公司,太陽能,10,2022,2023-02-08
衛生福利部嘉南療養院,衛生福利部嘉南療養院1期,國泰世華商業銀行股份有限公司,太陽能,50,2022,2023-02-02
財團法人工業技術研究院-中創園區,財團法人工業技術研究院-中創園區,玉山商業銀行股份有限公司,太陽能,216,2022,2023-01-14
凱銳北區汽車股份有限公司,凱銳汽車新莊廠二期15.4KW,聯詠科技股份有限公司,太陽能,12,2022,2023-01-12
明徽能源股份有限公司,明徽能源_屋頂二期,水星媒體股份有限公司,太陽能,106,2022,2023-01-12
全利能源實業股份有限公司,全利能源實業股份有限公司,國泰世華商業銀行股份有限公司,太陽能,9,2022,2023-01-06
明徽能源股份有限公司,明徽能源_屋頂二期,國泰世華商業銀行股份有限公司,太陽能,20,2022,2023-01-05
財團法人天主教靈醫會,長照二期太陽光電系統,大江生醫股份有限公司,太陽能,13,2022,2022-12-31
國立海洋生物博物館,國立海洋生物博物館,德紐股份有限公司,太陽能,22,2022,2022-12-31
財團法人天主教靈醫會,聖嘉民老人照顧中心,大江生醫股份有限公司,太陽能,14,2022,2022-12-31
國立海洋生物博物館,國立海洋生物博物館,樂活酒窖股份有限公司,太陽能,6,2022,2022-12-31
明徽能源股份有限公司,明徽能源股份有限公司,第一金證券股份有限公司,太陽能,68,2022,2022-12-30
開陽能源股份有限公司,開陽能源股份有限公司,國泰世華商業銀行股份有限公司,太陽能,10,2022,2022-12-29
李長榮實業股份有限公司,李長榮實業股份有限公司,國泰世華商業銀行股份有限公司,太陽能,49,2022,2022-12-29
明徽能源股份有限公司,明徽能源_屋頂二期,國泰世華商業銀行股份有限公司,太陽能,300,2022,2022-12-29
明徽能源股份有限公司,明徽能源_屋頂二期,台灣萊雅股份有限公司,太陽能,30,2022,2022-12-22
明徽能源股份有限公司,明徽能源_屋頂二期,國泰世紀產物保險股份有限公司,太陽能,50,2022,2022-12-22
明徽能源股份有限公司,明徽能源_屋頂二期,國泰金融控股股份有限公司,太陽能,75,2022,2022-12-22
財團法人宜蘭縣私立竹林養護院,竹林養護院,美科實業股份有限公司,太陽能,20,2022,2022-12-07
萬家香醬園股份有限公司,萬家香一期,美商蘋果電子股份有限公司台灣分公司,太陽能,97,2022,2022-12-07
萬家香醬園股份有限公司,萬家香二期,美商蘋果電子股份有限公司台灣分公司,太陽能,185,2022,2022-12-07
萬家香醬園股份有限公司,萬家香三期,美商蘋果電子股份有限公司台灣分公司,太陽能,86,2022,2022-12-07
明徽能源股份有限公司,明徽能源_屋頂二期,國泰世華商業銀行股份有限公司,太陽能,50,2022,2022-12-03
國立海洋生物博物館,國立海洋生物博物館,台新國際商業銀行,太陽能,50,2022,2022-11-12
臺北市政府產業發展局,臺北市政府產業發展局新生公園未來館,國泰金融控股股份有限公司,太陽能,24,2022,2022-11-10
臺北市政府產業發展局,臺北市政府產業發展局新生公園未來館,電轉轉電力股份有限公司,太陽能,6,2022,2022-11-09
明徽能源股份有限公司,明徽能源_屋頂二期,緯穎科技服務股份有限公司,太陽能,50,2022,2022-11-02
臺北市政府消防局,臺北市政府消防局寶橋分隊,宜鼎國際股份有限公司,太陽能,4,2022,2022-11-02
臺北市政府產業發展局,臺北市政府產業發展局新生公園夢想館,宜鼎國際股份有限公司,太陽能,19,2022,2022-10-27
臺北市政府產業發展局,臺北市政府產業發展局,緯穎科技服務股份有限公司,太陽能,2,2022,2022-10-22
臺北市政府產業發展局,臺北市政府產業發展局 興隆市場,精誠資訊股份有限公司,太陽能,13,2022,2022-10-18
臺北市政府產業發展局,臺北市政府產業發展局 士東市場,國泰世華商業銀行股份有限公司,太陽能,21,2022,2022-10-13
臺北市政府產業發展局,臺北市政府產業發展局新生公園夢想館,博仲法律事務所,太陽能,15,2022,2022-10-06
明徽能源股份有限公司,明徽能源_屋頂二期,孟合國際股份有限公司,太陽能,140,2022,2022-10-05
衛生福利部嘉南療養院,衛生福利部嘉南療養院1期,國泰世華商業銀行股份有限公司,太陽能,55,2022,2022-09-30
財團法人宜蘭縣私立竹林養護院,竹林養護院,耀登科技股份有限公司,太陽能,20,2022,2022-09-22
財團法人天主教靈醫會,聖嘉民老人照顧中心,大江生醫股份有限公司,太陽能,5,2022,2022-09-07
財團法人天主教靈醫會,長照二期太陽光電系統,大江生醫股份有限公司,太陽能,5,2022,2022-09-07
明徽能源股份有限公司,明徽能源_屋頂二期,孟合國際股份有限公司,太陽能,70,2022,2022-08-25
衛生福利部嘉南療養院,衛生福利部嘉南療養院1期,台新國際商業銀行,太陽能,13,2022,2022-08-06
財團法人工業技術研究院-六甲院區,財團法人工業技術研究院-六甲院區,國泰世華商業銀行股份有限公司,太陽能,151,2022,2022-08-05
明徽能源股份有限公司,明徽能源_屋頂二期,中強光電股份有限公司(力行廠),太陽能,47,2022,2022-08-05
明徽能源股份有限公司,明徽能源股份有限公司,若水數位評價股份有限公司,太陽能,5,2022,2022-07-29
明徽能源股份有限公司,明徽能源_屋頂二期,中強光電股份有限公司南科二廠,太陽能,28,2022,2022-07-27
明徽能源股份有限公司,明徽能源_屋頂二期,奇鼎科技股份有限公司,太陽能,40,2021,2025-04-08
明徽能源股份有限公司,明徽能源_屋頂二期,德麥食品股份有限公司,太陽能,1,2021,2025-01-20
明徽能源股份有限公司,明徽能源_屋頂二期,奇鼎科技股份有限公司,太陽能,123,2021,2024-11-23
明徽能源股份有限公司,明徽能源股份有限公司,奇鼎科技股份有限公司,太陽能,23,2021,2024-11-23
財團法人桃園市私立脊髓損傷潛能發展中心,脊髓中心太陽光電系統,台灣大哥大股份有限公司,太陽能,8,2021,2023-03-26
國立海洋生物博物館,國立海洋生物博物館,德紐股份有限公司,太陽能,6,2021,2023-03-23
財團法人桃園市幸福社會福利基金會,幸福基金會太陽光電系統,台灣大哥大股份有限公司,太陽能,8,2021,2023-02-28
全利能源實業股份有限公司,全利能源實業股份有限公司,鉅舵顧問有限公司,太陽能,1,2021,2023-01-06
李長榮實業股份有限公司,李長榮實業股份有限公司,鉅舵顧問有限公司,太陽能,1,2021,2022-12-30
國立高雄科技大學,國立高雄科技大學,矽品精密工業股份有限公司,太陽能,13,2021,2022-12-24
萬家香醬園股份有限公司,萬家香一期,美商蘋果電子股份有限公司台灣分公司,太陽能,15,2021,2022-12-07
萬家香醬園股份有限公司,萬家香三期,美商蘋果電子股份有限公司台灣分公司,太陽能,12,2021,2022-12-07
萬家香醬園股份有限公司,萬家香二期,美商蘋果電子股份有限公司台灣分公司,太陽能,25,2021,2022-12-07
明徽能源股份有限公司,明徽能源_屋頂二期,緯穎科技服務股份有限公司,太陽能,150,2021,2022-11-02
臺北市政府產業發展局,臺北市政府產業發展局新生公園夢想館,中華電信股份有限公司,太陽能,1,2021,2022-10-06
臺北市政府產業發展局,臺北市政府產業發展局新生公園夢想館,博仲法律事務所,太陽能,5,2021,2022-09-29
臺北市政府產業發展局,臺北市政府產業發展局新生公園未來館,永智顧問股份有限公司,太陽能,1,2021,2022-09-23
財團法人天主教靈醫會,聖嘉民老人照顧中心,大江生醫股份有限公司,太陽能,2,2021,2022-09-07
財團法人天主教靈醫會,長照二期太陽光電系統,大江生醫股份有限公司,太陽能,2,2021,2022-09-07
台灣積體電路製造股份有限公司,台灣積體電路製造股份有限公司F15P7,台灣積體電路製造股份有限公司,太陽能,142,2021,2022-08-17
台灣積體電路製造股份有限公司F15P3(C1作業廠房),F15P3(C1作業廠房),台灣積體電路製造股份有限公司,太陽能,254,2021,2022-08-17
台灣積體電路製造股份有限公司F15P1(C1作業廠房),F15P1(C1作業廠房),台灣積體電路製造股份有限公司,太陽能,53,2021,2022-08-17
台灣積體電路製造股份有限公司F14,台灣積體電路製造股份有限公司F14P3 候車亭,台灣積體電路製造股份有限公司,太陽能,37,2021,2022-08-17
台灣積體電路製造股份有限公司F14,台灣積體電路製造股份有限公司F14 Warehouse,台灣積體電路製造股份有限公司,太陽能,189,2021,2022-08-17
台灣積體電路製造股份有限公司F14,台灣積體電路製造股份有限公司F14P1 Office屋頂,台灣積體電路製造股份有限公司,太陽能,77,2021,2022-08-17
台灣積體電路製造股份有限公司F14,台灣積體電路製造股份有限公司F14P7 停車場,台灣積體電路製造股份有限公司,太陽能,324,2021,2022-08-17
台灣積體電路製造股份有限公司F14,台灣積體電路製造股份有限公司F14P3 Office屋頂,台灣積體電路製造股份有限公司,太陽能,139,2021,2022-08-17
台灣積體電路製造股份有限公司(F15B辦公室頂樓),台灣積體電路製造股份有限公司(F15B辦公棟頂樓),台灣積體電路製造股份有限公司,太陽能,311,2021,2022-08-17
台灣積體電路製造股份有限公司(辦公室候車亭),台灣積體電路製造股份有限公司 (辦公棟候車亭),台灣積體電路製造股份有限公司,太陽能,45,2021,2022-08-17
台灣積體電路製造股份有限公司,台灣積體電路製造股份有限公司F14P5滯洪池太陽能二期,台灣積體電路製造股份有限公司,太陽能,433,2021,2022-08-17
台灣積體電路製造股份有限公司F6,台灣積體電路製造股份有限公司六廠,台灣積體電路製造股份有限公司,太陽能,274,2021,2022-08-17
